date,sampling_session,population,water_access,altitude (m),delta_abundance (%),Tmin,Tmax ,individual_ID,hour,sex,age_class,snout_vent_length (mm),body_mass (g),parturition_date,reproductive_timing,litter_size,litter_mass (g),corticosterone (ng/ml)
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC20,11:45,M,yearling,55,3.5,NA,NA,NA,NA,13.28
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC21,11:55,F,adult,61,3.7,NA,NA,NA,NA,21.13
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC22,12:00,F,yearling,55,2.4,NA,NA,NA,NA,21.41
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC23,12:00,F,yearling,55,2.4,NA,NA,NA,NA,22.66
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC24,12:00,M,yearling,52,2.65,NA,NA,NA,NA,14.93
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC25,12:05,M,yearling,50,2.95,NA,NA,NA,NA,8.06
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC26,12:10,F,yearling,51,2.05,NA,NA,NA,NA,16.24
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC27,12:15,M,yearling,51,2.7,NA,NA,NA,NA,6.81
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC28,12:20,M,yearling,49,2.3,NA,NA,NA,NA,4.13
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC29,12:20,F,yearling,52,1.9,NA,NA,NA,NA,77.5
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC30,12:25,M,yearling,50,2.9,NA,NA,NA,NA,21.4
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC31,12:35,F,yearling,56,2.55,NA,NA,NA,NA,19.74
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC32,12:45,M,yearling,54,3.5,NA,NA,NA,NA,16.51
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC33,12:50,M,yearling,52,2.1,NA,NA,NA,NA,11.55
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC34,13:05,F,yearling,49,2.1,NA,NA,NA,NA,9.82
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC35,13:05,M,yearling,51,2.7,NA,NA,NA,NA,22.57
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC36,13:05,M,yearling,53,3.7,NA,NA,NA,NA,10.18
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC37,13:05,F,yearling,54,3,NA,NA,NA,NA,54.31
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC38,13:10,F,yearling,54,2.5,NA,NA,NA,NA,15.98
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC39,13:15,F,yearling,54,2.5,NA,NA,NA,NA,18.7
7/23/2015,mid_summer,JOC,permanent,1296,164.71,8.77,35.78,SJC40,13:15,F,yearling,55,2.5,NA,NA,NA,NA,16.21
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN20,14:10,F,yearling,55,2.65,NA,NA,NA,NA,18.39
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN21,14:15,M,yearling,52,2.8,NA,NA,NA,NA,6.93
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN22,14:20,F,yearling,55,2.95,NA,NA,NA,NA,9.79
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN23,14:35,M,yearling,52,2.5,NA,NA,NA,NA,22.57
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN24,14:20,F,yearling,52,2.3,NA,NA,NA,NA,17.86
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN25,14:35,F,yearling,57,3.8,NA,NA,NA,NA,5.33
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN26,14:45,M,yearling,56,3.45,NA,NA,NA,NA,34.33
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN27,14:45,M,yearling,55,3.75,NA,NA,NA,NA,27.18
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN28,14:50,M,yearling,53,4,NA,NA,NA,NA,14.69
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN29,15:00,F,yearling,58,3.3,NA,NA,NA,NA,23.74
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN30,15:03,F,yearling,54,2.45,NA,NA,NA,NA,10.77
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN31,15:12,F,yearling,61,3.65,NA,NA,NA,NA,12.39
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN32,15:16,F,yearling,51,2.2,NA,NA,NA,NA,22.57
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN33,15:20,F,yearling,55,NA,NA,NA,NA,NA,29.07
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN34,15:20,F,yearling,58,2.55,NA,NA,NA,NA,17.35
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN35,15:25,F,yearling,58,2.6,NA,NA,NA,NA,15.91
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN36,15:30,F,yearling,58,3,NA,NA,NA,NA,16.66
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN37,15:30,M,yearling,53,3.5,NA,NA,NA,NA,15.54
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN38,15:30,M,yearling,51,2.9,NA,NA,NA,NA,11.29
7/23/2015,mid_summer,JON,periodic,1390,24.31,10.06,33.73,SJN39,15:30,M,yearling,54,3.7,NA,NA,NA,NA,2.42
